StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes
2013/10/21 14:08:29.769514,18.531601,tcp,147.32.83.53,60840,   ->,195.113.232.89,80,FSA_FSA,0,0,6,412
2013/10/21 14:08:29.776247,18.541845,tcp,147.32.83.53,44120,   ->,95.172.94.59,80,FSA_FSA,0,0,7,422
2013/10/21 14:08:29.776357,18.547255,tcp,147.32.83.53,44121,   ->,95.172.94.59,80,FSA_FSA,0,0,7,422
2013/10/21 14:08:29.776452,18.547567,tcp,147.32.83.53,44122,   ->,95.172.94.59,80,FSA_FSA,0,0,7,422
2013/10/21 14:08:29.783339,18.540291,tcp,147.32.83.53,57352,   ->,190.93.245.58,80,FSA_FSA,0,0,7,478
2013/10/21 14:08:29.783430,18.540632,tcp,147.32.83.53,57353,   ->,190.93.245.58,80,FSA_FSA,0,0,7,478
2013/10/21 14:08:29.783481,18.545071,tcp,147.32.83.53,57354,   ->,190.93.245.58,80,FSA_FSA,0,0,7,478
2013/10/21 14:08:29.783534,18.540035,tcp,147.32.83.53,57355,   ->,190.93.245.58,80,FSA_FSA,0,0,7,478
2013/10/21 14:08:29.783586,18.545006,tcp,147.32.83.53,57356,   ->,190.93.245.58,80,FSA_FSA,0,0,7,478
2013/10/21 14:08:29.783646,18.540619,tcp,147.32.83.53,57357,   ->,190.93.245.58,80,FSA_FSA,0,0,7,478
2013/10/21 14:08:29.964013,18.335995,tcp,147.32.83.53,33426,   ->,198.252.206.16,80,SRA_FSA,0,0,6,624
2013/10/21 14:08:29.964085,18.335945,tcp,147.32.83.53,33427,   ->,198.252.206.16,80,SRA_FSA,0,0,6,624
2013/10/21 14:08:29.964139,18.335814,tcp,147.32.83.53,33428,   ->,198.252.206.16,80,SRA_FSA,0,0,6,624
2013/10/21 14:08:29.964200,18.335728,tcp,147.32.83.53,33429,   ->,198.252.206.16,80,SRA_FSA,0,0,6,624
2013/10/21 14:08:29.964264,18.335636,tcp,147.32.83.53,33430,   ->,198.252.206.16,80,SRA_FSA,0,0,6,624
2013/10/21 14:08:29.967312,69.960701,tcp,147.32.83.53,33918,   ->,198.252.206.21,443,FSPA_FSPA,0,0,18,7014
2013/10/21 14:08:29.967382,69.959694,tcp,147.32.83.53,33919,   ->,198.252.206.21,443,FSPA_FSPA,0,0,18,7014
2013/10/21 14:08:29.967436,69.959686,tcp,147.32.83.53,33920,   ->,198.252.206.21,443,FSPA_FSPA,0,0,18,7014
2013/10/21 14:08:30.018185,18.389856,tcp,147.32.83.53,33921,   ->,198.252.206.21,443,FSA_FSA,0,0,6,412
2013/10/21 14:08:34.248715,0.010766,udp,147.32.83.53,11396,  <->,147.32.80.105,53,CON,0,0,2,309
2013/10/21 14:08:34.249043,0.010964,udp,147.32.83.53,57769,  <->,147.32.80.105,53,CON,0,0,2,364
2013/10/21 14:08:34.249223,0.010801,udp,147.32.83.53,19886,  <->,147.32.80.105,53,CON,0,0,2,309
2013/10/21 14:08:34.395989,0.000651,udp,147.32.83.53,49061,  <->,147.32.80.105,53,CON,0,0,2,280
2013/10/21 14:08:34.396979,23.936415,tcp,147.32.83.53,33216,   ->,176.9.212.188,80,FSPA_FSPA,0,0,43,49028
2013/10/21 14:08:34.630254,23.702869,tcp,147.32.83.53,33217,   ->,176.9.212.188,80,FSPA_FSPA,0,0,42,32399
2013/10/21 14:08:34.630632,23.702442,tcp,147.32.83.53,33218,   ->,176.9.212.188,80,FSPA_FSPA,0,0,25,19570
2013/10/21 14:08:34.630815,23.702320,tcp,147.32.83.53,33219,   ->,176.9.212.188,80,FSPA_FSPA,0,0,40,37701
2013/10/21 14:08:34.631149,23.702192,tcp,147.32.83.53,33220,   ->,176.9.212.188,80,FSPA_FSPA,0,0,25,21970
2013/10/21 14:08:34.631455,23.701653,tcp,147.32.83.53,33221,   ->,176.9.212.188,80,FSPA_FSPA,0,0,32,21952
2013/10/21 14:08:34.817019,0.099811,udp,147.32.83.53,10187,  <->,147.32.80.105,53,CON,0,0,2,243
2013/10/21 14:08:34.817804,0.048177,udp,147.32.83.53,15036,  <->,147.32.80.105,53,CON,0,0,2,364
2013/10/21 14:08:34.818481,0.061430,udp,147.32.83.53,41239,  <->,147.32.80.105,53,CON,0,0,2,274
2013/10/21 14:08:34.818878,0.036952,udp,147.32.83.53,55184,  <->,147.32.80.105,53,CON,0,0,2,370
2013/10/21 14:08:34.855974,23.477121,tcp,147.32.83.53,33744,   ->,176.9.212.187,80,FSPA_FSPA,0,0,13,9248
2013/10/21 14:08:34.866113,23.466932,tcp,147.32.83.53,32773,   ->,46.4.50.148,80,FSPA_FSPA,0,0,13,5828
2013/10/21 14:08:34.880207,13.438739,tcp,147.32.83.53,55694,   ->,87.230.41.130,80,FSPA_FSPA,0,0,11,2517
2013/10/21 14:08:34.916957,3.428135,tcp,147.32.83.53,42846,   ->,81.169.145.87,80,FSPA_FSPA,0,0,15,5266
2013/10/21 14:08:34.917069,3.427500,tcp,147.32.83.53,42847,   ->,81.169.145.87,80,FSPA_FSPA,0,0,35,35433
2013/10/21 14:08:34.917103,3.427797,tcp,147.32.83.53,42848,   ->,81.169.145.87,80,FSPA_FSPA,0,0,13,3380
2013/10/21 14:08:35.106926,0.013092,udp,147.32.83.53,40114,  <->,147.32.80.105,53,CON,0,0,2,408
2013/10/21 14:08:35.107037,0.033863,udp,147.32.83.53,43595,  <->,147.32.80.105,53,CON,0,0,2,362
2013/10/21 14:08:35.107162,0.058626,udp,147.32.83.53,29008,  <->,147.32.80.105,53,CON,0,0,2,356
2013/10/21 14:08:35.120304,0.000563,udp,147.32.83.53,29846,  <->,147.32.80.105,53,CON,0,0,2,302
2013/10/21 14:08:37.522326,0.021008,udp,147.32.83.53,19486,  <->,147.32.80.105,53,CON,0,0,2,348
2013/10/21 14:08:37.668344,0.000581,udp,147.32.83.53,9983,  <->,147.32.80.105,53,CON,0,0,2,304
2013/10/21 14:08:37.669057,1.579185,tcp,147.32.83.53,36188,   ->,176.28.54.184,21,FSRPA_FSPA,0,0,42,4764
2013/10/21 14:08:37.907473,0.077158,tcp,147.32.83.53,54504,   ->,176.28.54.184,29388,SA_SRA,0,0,4,280
2013/10/21 14:08:37.985253,1.262348,tcp,147.32.83.53,48064,   ->,176.28.54.184,35181,FSA_FSPA,0,0,90,175905
2013/10/21 14:08:38.736508,12.892215,tcp,147.32.83.53,56650,   ->,145.36.215.180,80,SPA_SRPA,0,0,77,135498
2013/10/21 14:08:40.445749,16.332335,tcp,147.32.83.53,56651,   ->,145.36.215.180,80,SPA_SRA,0,0,5,1645
2013/10/21 14:08:41.011191,17.487370,tcp,147.32.83.53,39166,   ->,130.191.140.34,80,FSPA_FSPA,0,0,21,9726
2013/10/21 14:08:56.778384,12.657976,tcp,147.32.83.53,56653,   ->,145.36.215.180,80,SPA_SRPA,0,0,52,91860
2013/10/21 14:08:58.939991,11.704021,tcp,147.32.83.53,56654,   ->,145.36.215.180,80,SPA_SRPA,0,0,32,45516
2013/10/21 14:09:15.737489,12.968627,tcp,147.32.83.53,56655,   ->,145.36.215.180,80,SPA_SRPA,0,0,73,133822
2013/10/21 14:09:33.737294,0.043516,udp,147.32.83.53,47409,  <->,147.32.80.105,53,CON,0,0,2,278
2013/10/21 14:09:33.781115,13.591540,tcp,147.32.83.53,56657,   ->,145.36.215.180,80,SPA_SRPA,0,0,80,134111
2013/10/21 14:09:36.571406,11.769933,tcp,147.32.83.53,56658,   ->,145.36.215.180,80,FSA_SRA,0,0,6,364
2013/10/21 14:09:52.738096,13.466914,tcp,147.32.83.53,56659,   ->,145.36.215.180,80,SPA_SRPA,0,0,71,138094
2013/10/21 14:10:01.103518,17.242744,tcp,147.32.83.53,43564,   ->,173.194.34.239,80,FSA_FSA,0,0,6,412
2013/10/21 14:10:10.737615,13.712161,tcp,147.32.83.53,56661,   ->,145.36.215.180,80,SPA_SRPA,0,0,79,134455
2013/10/21 14:10:13.365738,75.243759,tcp,147.32.83.53,56663,   ->,145.36.215.180,80,FSA_SA,0,0,12,676
2013/10/21 14:10:29.738984,13.058355,tcp,147.32.83.53,56664,   ->,145.36.215.180,80,SPA_SRPA,0,0,69,132206
2013/10/21 14:10:31.697519,16.080107,tcp,147.32.83.53,56665,   ->,145.36.215.180,80,SPA_SRA,0,0,5,1645
2013/10/21 14:10:47.778119,0.042575,udp,147.32.83.53,2959,  <->,147.32.80.105,53,CON,0,0,2,278
2013/10/21 14:10:47.820991,13.408768,tcp,147.32.83.53,56666,   ->,145.36.215.180,80,SPA_SRPA,0,0,65,136310
2013/10/21 14:10:50.455798,16.320967,tcp,147.32.83.53,56667,   ->,145.36.215.180,80,SPA_SRA,0,0,5,1645
2013/10/21 14:11:06.777217,12.780065,tcp,147.32.83.53,56669,   ->,145.36.215.180,80,SPA_SRPA,0,0,79,134146
2013/10/21 14:11:07.424665,20.916445,tcp,147.32.83.53,33051,   ->,176.9.212.189,80,FSPA_FSPA,0,0,43,100969
2013/10/21 14:11:08.513555,16.259148,tcp,147.32.83.53,56671,   ->,145.36.215.180,80,SPA_SRA,0,0,5,1645
2013/10/21 14:11:24.773157,13.350534,tcp,147.32.83.53,56672,   ->,145.36.215.180,80,SPA_SRPA,0,0,75,132470
2013/10/21 14:11:27.329765,11.015554,tcp,147.32.83.53,56673,   ->,145.36.215.180,80,FSA_SRA,0,0,6,364
2013/10/21 14:11:43.737884,12.552651,tcp,147.32.83.53,56674,   ->,145.36.215.180,80,SPA_SRPA,0,0,66,133975
2013/10/21 14:12:01.737480,0.043214,udp,147.32.83.53,52113,  <->,147.32.80.105,53,CON,0,0,2,278
2013/10/21 14:12:01.781023,13.232520,tcp,147.32.83.53,56676,   ->,145.36.215.180,80,SPA_SRPA,0,0,66,133444
2013/10/21 14:12:19.737861,12.243567,tcp,147.32.83.53,56677,   ->,145.36.215.180,80,SPA_SRPA,0,0,76,140584
2013/10/21 14:12:19.761559,0.000614,udp,147.32.83.53,36812,  <->,147.32.80.105,53,CON,0,0,2,526
2013/10/21 14:12:19.762701,240.217926,tcp,147.32.83.53,34825,   ->,195.113.214.221,443,FSPA_FSPA,0,0,37,5679
2013/10/21 14:12:36.736906,12.989704,tcp,147.32.83.53,56679,   ->,145.36.215.180,80,SPA_SRPA,0,0,70,144940
2013/10/21 14:12:38.939003,15.838274,tcp,147.32.83.53,56680,   ->,145.36.215.180,80,SPA_SRA,0,0,5,1645
2013/10/21 14:12:54.777767,13.218183,tcp,147.32.83.53,56682,   ->,145.36.215.180,80,SPA_SRPA,0,0,69,135066
2013/10/21 14:13:13.739178,0.043261,udp,147.32.83.53,21565,  <->,147.32.80.105,53,CON,0,0,2,278
2013/10/21 14:13:13.782745,13.744169,tcp,147.32.83.53,56683,   ->,145.36.215.180,80,SPA_SRPA,0,0,79,137066
2013/10/21 14:13:16.386081,11.964018,tcp,147.32.83.53,56684,   ->,145.36.215.180,80,FSA_SRA,0,0,6,364
2013/10/21 14:13:32.738386,13.053795,tcp,147.32.83.53,56686,   ->,145.36.215.180,80,SPA_SRPA,0,0,67,133498
2013/10/21 14:13:34.986330,13.368706,tcp,147.32.83.53,56687,   ->,145.36.215.180,80,FSA_SRA,0,0,6,364
2013/10/21 14:13:50.737771,12.537596,tcp,147.32.83.53,56688,   ->,145.36.215.180,80,SPA_SRPA,0,0,44,89968
2013/10/21 14:13:52.841289,10.820967,tcp,147.32.83.53,56689,   ->,145.36.215.180,80,SPA_SRPA,0,0,32,44056
2013/10/21 14:14:09.737631,12.568755,tcp,147.32.83.53,56690,   ->,145.36.215.180,80,SPA_SRPA,0,0,70,135120
2013/10/21 14:14:11.498627,16.273972,tcp,147.32.83.53,56691,   ->,145.36.215.180,80,SPA_SRA,0,0,5,1645
2013/10/21 14:14:27.773117,0.042965,udp,147.32.83.53,52737,  <->,147.32.80.105,53,CON,0,0,2,278
2013/10/21 14:14:27.777411,0.000403,udp,147.32.83.53,46245,  <->,147.32.80.105,53,CON,0,0,2,214
2013/10/21 14:14:27.778025,0.000291,udp,147.32.83.53,49543,  <->,147.32.80.105,53,CON,0,0,2,213
2013/10/21 14:14:27.816401,13.109772,tcp,147.32.83.53,56693,   ->,145.36.215.180,80,SPA_SRPA,0,0,71,136634
2013/10/21 14:14:29.812309,15.975593,tcp,147.32.83.53,56694,   ->,145.36.215.180,80,SPA_SRA,0,0,5,1645
2013/10/21 14:14:45.788195,12.418350,tcp,147.32.83.53,56695,   ->,145.36.215.180,80,SPA_SRPA,0,0,36,88076
2013/10/21 14:14:47.733259,10.801789,tcp,147.32.83.53,56696,   ->,145.36.215.180,80,SPA_SRPA,0,0,26,43732
2013/10/21 14:15:03.737636,12.874900,tcp,147.32.83.53,56697,   ->,145.36.215.180,80,SPA_SRPA,0,0,81,146163
2013/10/21 14:15:21.737036,12.520245,tcp,147.32.83.53,56699,   ->,145.36.215.180,80,SPA_SRPA,0,0,67,132038
2013/10/21 14:15:23.412180,76.237320,tcp,147.32.83.53,56700,   ->,145.36.215.180,80,FSA_SA,0,0,12,676
2013/10/21 14:15:39.736218,0.038078,udp,147.32.83.53,1431,  <->,147.32.80.105,53,CON,0,0,2,278
2013/10/21 14:15:39.774660,12.950603,tcp,147.32.83.53,56701,   ->,145.36.215.180,80,SPA_SRPA,0,0,68,133552
2013/10/21 14:15:41.927492,15.850084,tcp,147.32.83.53,56702,   ->,145.36.215.180,80,SPA_SRA,0,0,5,1645
2013/10/21 14:15:57.777997,12.457906,tcp,147.32.83.53,56703,   ->,145.36.215.180,80,SPA_SRPA,0,0,60,131660
2013/10/21 14:15:59.477215,16.295080,tcp,147.32.83.53,56704,   ->,145.36.215.180,80,SPA_SRA,0,0,5,1645
2013/10/21 14:16:15.772731,12.717231,tcp,147.32.83.53,56706,   ->,145.36.215.180,80,SPA_SRPA,0,0,70,136580
2013/10/21 14:16:17.687657,10.674446,tcp,147.32.83.53,56707,   ->,145.36.215.180,80,FSA_SRA,0,0,6,364
2013/10/21 14:16:33.738995,13.042935,tcp,147.32.83.53,56708,   ->,145.36.215.180,80,SPA_SRPA,0,0,69,133606
2013/10/21 14:16:35.664798,12.698363,tcp,147.32.83.53,56709,   ->,145.36.215.180,80,FSA_SRA,0,0,6,364
2013/10/21 14:16:51.737535,0.883659,udp,147.32.83.53,22066,  <->,147.32.80.105,53,CON,0,0,2,278
2013/10/21 14:16:52.621481,12.160228,tcp,147.32.83.53,56711,   ->,145.36.215.180,80,SPA_SRPA,0,0,67,136418
2013/10/21 14:17:09.737710,13.527646,tcp,147.32.83.53,56712,   ->,145.36.215.180,80,SPA_SRPA,0,0,77,136053
2013/10/21 14:17:12.455024,76.186470,tcp,147.32.83.53,56713,   ->,145.36.215.180,80,FSA_SA,0,0,12,676
2013/10/21 14:17:28.660699,0.010241,udp,147.32.83.53,51721,  <->,147.32.80.105,53,CON,0,0,2,348
2013/10/21 14:17:28.671310,405.661407,tcp,147.32.83.53,58723,   ->,173.194.113.184,443,FSPA_FSPA,0,0,313,95288
2013/10/21 14:17:28.739569,13.076328,tcp,147.32.83.53,56715,   ->,145.36.215.180,80,SPA_SRPA,0,0,54,92897
2013/10/21 14:17:31.236767,10.844714,tcp,147.32.83.53,56716,   ->,145.36.215.180,80,SPA_SRPA,0,0,32,44056
2013/10/21 14:17:38.204464,20.162170,tcp,147.32.83.53,33298,   ->,176.9.212.188,80,FSPA_FSPA,0,0,44,51070
2013/10/21 14:17:38.429945,19.936672,tcp,147.32.83.53,33299,   ->,176.9.212.188,80,FSPA_FSPA,0,0,40,34089
2013/10/21 14:17:38.430260,19.940229,tcp,147.32.83.53,33300,   ->,176.9.212.188,80,FSPA_FSPA,0,0,29,17221
2013/10/21 14:17:38.430659,19.935925,tcp,147.32.83.53,33301,   ->,176.9.212.188,80,FSPA_FSPA,0,0,27,24180
2013/10/21 14:17:38.431005,19.935642,tcp,147.32.83.53,33302,   ->,176.9.212.188,80,FSPA_FSPA,0,0,33,21047
2013/10/21 14:17:38.431299,19.935066,tcp,147.32.83.53,33303,   ->,176.9.212.188,80,FSPA_FSPA,0,0,37,34461
2013/10/21 14:17:38.631907,9.720173,tcp,147.32.83.53,55774,   ->,87.230.41.130,80,FSPA_FSPA,0,0,11,2489
2013/10/21 14:17:38.943482,0.000534,udp,147.32.83.53,43476,  <->,147.32.80.105,53,CON,0,0,2,258
2013/10/21 14:17:38.943615,0.060489,udp,147.32.83.53,63692,  <->,147.32.80.105,53,CON,0,0,2,328
2013/10/21 14:17:38.943729,0.046251,udp,147.32.83.53,32467,  <->,147.32.80.105,53,CON,0,0,2,238
2013/10/21 14:17:38.944259,0.045700,udp,147.32.83.53,34516,  <->,147.32.80.105,53,CON,0,0,2,240
2013/10/21 14:17:38.990199,0.320384,udp,147.32.83.53,52716,  <->,147.32.80.105,53,CON,0,0,2,278
2013/10/21 14:17:38.990324,0.035297,udp,147.32.83.53,17741,  <->,147.32.80.105,53,CON,0,0,2,420
2013/10/21 14:17:39.004292,0.016456,udp,147.32.83.53,47171,  <->,147.32.80.105,53,CON,0,0,2,302
2013/10/21 14:17:47.736088,13.204126,tcp,147.32.83.53,56725,   ->,145.36.215.180,80,SPA_SRPA,0,0,69,135066
2013/10/21 14:18:05.738429,0.044532,udp,147.32.83.53,31597,  <->,147.32.80.105,53,CON,0,0,2,278
2013/10/21 14:18:05.783288,12.937762,tcp,147.32.83.53,56726,   ->,145.36.215.180,80,SPA_SRPA,0,0,77,134038
2013/10/21 14:18:06.171058,0.218119,udp,147.32.83.53,8990,  <->,147.32.80.105,53,CON,0,0,2,276
2013/10/21 14:18:06.389492,22.051083,tcp,147.32.83.53,33528,   ->,198.252.206.16,80,FSPA_FSPA,0,0,15,14236
2013/10/21 14:18:06.422341,12.016977,tcp,147.32.83.53,33529,   ->,198.252.206.16,80,FSRA_FSA,0,0,6,587
2013/10/21 14:18:06.652455,317.993774,tcp,147.32.83.53,35308,   ->,68.232.35.121,443,FSPA_FSRPA,0,0,40,13400
2013/10/21 14:18:06.652637,317.994476,tcp,147.32.83.53,35309,   ->,68.232.35.121,443,FSPA_FSRPA,0,0,40,11921
2013/10/21 14:18:06.652813,317.993927,tcp,147.32.83.53,35310,   ->,68.232.35.121,443,FSPA_FSRPA,0,0,40,13221
2013/10/21 14:18:06.765166,0.028335,udp,147.32.83.53,27995,  <->,147.32.80.105,53,CON,0,0,2,621
2013/10/21 14:18:06.766593,0.108589,udp,147.32.83.53,25310,  <->,147.32.80.105,53,CON,0,0,2,268
2013/10/21 14:18:06.793682,61.666096,tcp,147.32.83.53,37746,   ->,54.225.174.133,80,FSPA_FSPA,0,0,16,9266
2013/10/21 14:18:07.360504,0.104504,udp,147.32.83.53,4960,  <->,147.32.80.105,53,CON,0,0,2,300
2013/10/21 14:18:07.360683,0.102986,udp,147.32.83.53,42676,  <->,147.32.80.105,53,CON,0,0,2,296
2013/10/21 14:18:07.360809,0.112598,udp,147.32.83.53,54618,  <->,147.32.80.105,53,CON,0,0,2,276
2013/10/21 14:18:07.371393,0.007427,udp,147.32.83.53,53079,  <->,147.32.80.105,53,CON,0,0,2,628
2013/10/21 14:18:07.379122,0.074220,tcp,147.32.83.53,50776,   ->,95.172.94.19,80,FSPA_FSPA,0,0,7,1432
2013/10/21 14:18:07.463880,0.109418,udp,147.32.83.53,45549,  <->,147.32.80.105,53,CON,0,0,2,302
2013/10/21 14:18:07.465160,0.106827,udp,147.32.83.53,22595,  <->,147.32.80.105,53,CON,0,0,2,294
2013/10/21 14:18:07.473968,0.108988,udp,147.32.83.53,24783,  <->,147.32.80.105,53,CON,0,0,2,310
2013/10/21 14:18:07.479395,0.109324,udp,147.32.83.53,9310,  <->,147.32.80.105,53,CON,0,0,2,306
2013/10/21 14:18:07.572447,0.104496,udp,147.32.83.53,41018,  <->,147.32.80.105,53,CON,0,0,2,300
2013/10/21 14:18:07.573690,0.110705,udp,147.32.83.53,41415,  <->,147.32.80.105,53,CON,0,0,2,294
2013/10/21 14:18:07.583286,0.110123,udp,147.32.83.53,39694,  <->,147.32.80.105,53,CON,0,0,2,292
2013/10/21 14:18:07.588937,73.275345,tcp,147.32.83.53,43135,   ->,198.252.206.25,80,FSPA_FSPA,0,0,13,1698
2013/10/21 14:18:07.677504,0.105032,udp,147.32.83.53,57298,  <->,147.32.80.105,53,CON,0,0,2,292
2013/10/21 14:18:07.684847,0.103752,udp,147.32.83.53,15056,  <->,147.32.80.105,53,CON,0,0,2,298
2013/10/21 14:18:07.693720,0.104174,udp,147.32.83.53,22982,  <->,147.32.80.105,53,CON,0,0,2,308
2013/10/21 14:18:07.737006,20.703291,tcp,147.32.83.53,33536,   ->,198.252.206.16,80,FSPA_FSPA,0,0,10,2237
2013/10/21 14:18:07.783035,0.104345,udp,147.32.83.53,21457,  <->,147.32.80.105,53,CON,0,0,2,300
2013/10/21 14:18:07.789098,0.107811,udp,147.32.83.53,49921,  <->,147.32.80.105,53,CON,0,0,2,300
2013/10/21 14:18:07.798322,0.104148,udp,147.32.83.53,44581,  <->,147.32.80.105,53,CON,0,0,2,298
2013/10/21 14:18:07.887779,0.110615,udp,147.32.83.53,42473,  <->,147.32.80.105,53,CON,0,0,2,292
2013/10/21 14:18:07.897320,0.104200,udp,147.32.83.53,32151,  <->,147.32.80.105,53,CON,0,0,2,300
2013/10/21 14:18:07.902837,0.104285,udp,147.32.83.53,27638,  <->,147.32.80.105,53,CON,0,0,2,308
2013/10/21 14:18:07.961048,0.286742,udp,147.32.83.53,25440,  <->,147.32.80.105,53,CON,0,0,2,414
2013/10/21 14:18:07.998883,0.104572,udp,147.32.83.53,23981,  <->,147.32.80.105,53,CON,0,0,2,302
2013/10/21 14:18:08.001689,0.104248,udp,147.32.83.53,31042,  <->,147.32.80.105,53,CON,0,0,2,296
2013/10/21 14:18:08.007424,0.104363,udp,147.32.83.53,29824,  <->,147.32.80.105,53,CON,0,0,2,308
2013/10/21 14:18:08.103951,0.102752,udp,147.32.83.53,8744,  <->,147.32.80.105,53,CON,0,0,2,296
2013/10/21 14:18:08.106278,0.105373,udp,147.32.83.53,7832,  <->,147.32.80.105,53,CON,0,0,2,302
2013/10/21 14:18:08.112163,0.109358,udp,147.32.83.53,61659,  <->,147.32.80.105,53,CON,0,0,2,302
2013/10/21 14:18:08.207072,0.104521,udp,147.32.83.53,16323,  <->,147.32.80.105,53,CON,0,0,2,306
2013/10/21 14:18:08.212035,0.104674,udp,147.32.83.53,63899,  <->,147.32.80.105,53,CON,0,0,2,302
2013/10/21 14:18:08.221890,0.107685,udp,147.32.83.53,16337,  <->,147.32.80.105,53,CON,0,0,2,284
2013/10/21 14:18:08.248124,50.118534,tcp,147.32.83.53,38679,   ->,190.93.244.58,80,FSPA_FSPA,0,0,19,20180
2013/10/21 14:18:08.311961,0.104571,udp,147.32.83.53,53389,  <->,147.32.80.105,53,CON,0,0,2,276
2013/10/21 14:18:08.317050,0.104098,udp,147.32.83.53,9461,  <->,147.32.80.105,53,CON,0,0,2,290
2013/10/21 14:18:08.329982,0.101751,udp,147.32.83.53,42304,  <->,147.32.80.105,53,CON,0,0,2,298
2013/10/21 14:18:08.416919,0.101480,udp,147.32.83.53,13446,  <->,147.32.80.105,53,CON,0,0,2,294
2013/10/21 14:18:08.421527,0.104270,udp,147.32.83.53,38922,  <->,147.32.80.105,53,CON,0,0,2,290
2013/10/21 14:18:08.432062,0.107900,udp,147.32.83.53,24968,  <->,147.32.80.105,53,CON,0,0,2,300
2013/10/21 14:18:08.518727,0.105041,udp,147.32.83.53,60679,  <->,147.32.80.105,53,CON,0,0,2,306
2013/10/21 14:18:08.526234,0.105120,udp,147.32.83.53,17909,  <->,147.32.80.105,53,CON,0,0,2,304
2013/10/21 14:18:23.737870,13.290634,tcp,147.32.83.53,56737,   ->,145.36.215.180,80,SPA_SRPA,0,0,69,133606
2013/10/21 14:18:25.878004,12.491951,tcp,147.32.83.53,56738,   ->,145.36.215.180,80,FSA_SRA,0,0,6,364
2013/10/21 14:18:41.737336,12.588235,tcp,147.32.83.53,56740,   ->,145.36.215.180,80,SPA_SRPA,0,0,44,88508
2013/10/21 14:18:43.859870,10.824755,tcp,147.32.83.53,56741,   ->,145.36.215.180,80,SPA_SRPA,0,0,38,47331
2013/10/21 14:19:00.737773,12.669074,tcp,147.32.83.53,56742,   ->,145.36.215.180,80,SPA_SRPA,0,0,71,135794
2013/10/21 14:19:02.294264,77.387344,tcp,147.32.83.53,56743,   ->,145.36.215.180,80,FSA_SA,0,0,12,676
2013/10/21 14:19:18.736499,0.038137,udp,147.32.83.53,9675,  <->,147.32.80.105,53,CON,0,0,2,278
2013/10/21 14:19:18.774919,13.365576,tcp,147.32.83.53,56744,   ->,145.36.215.180,80,SPA_SRPA,0,0,80,132740
2013/10/21 14:19:20.951129,15.825578,tcp,147.32.83.53,56745,   ->,145.36.215.180,80,SPA_SRA,0,0,5,1645
2013/10/21 14:19:23.214789,0.119620,udp,147.32.83.53,1132,  <->,147.32.80.105,53,CON,0,0,2,340
2013/10/21 14:19:23.334724,0.395681,tcp,147.32.83.53,54618,   ->,69.194.193.70,80,FSPA_FSPA,0,0,12,9254
2013/10/21 14:19:23.638178,1.477797,tcp,147.32.83.53,54619,   ->,69.194.193.70,80,FSPA_FSPA,0,0,10,2243
2013/10/21 14:19:23.638584,1.480231,tcp,147.32.83.53,54620,   ->,69.194.193.70,80,FSPA_FSPA,0,0,10,2102
2013/10/21 14:19:23.638989,2.492636,tcp,147.32.83.53,54621,   ->,69.194.193.70,80,FSPA_FSPA,0,0,10,1639
2013/10/21 14:19:23.639377,2.482589,tcp,147.32.83.53,54622,   ->,69.194.193.70,80,FSPA_FSPA,0,0,10,1643
2013/10/21 14:19:26.043510,1.086759,tcp,147.32.83.53,54623,   ->,69.194.193.70,80,FSPA_FSPA,0,0,10,2625
2013/10/21 14:19:36.777161,12.644285,tcp,147.32.83.53,56753,   ->,145.36.215.180,80,SPA_SRPA,0,0,77,135498
2013/10/21 14:19:38.427660,20.018242,tcp,147.32.83.53,33555,   ->,198.252.206.16,80,FSPA_FSPA,0,0,15,15691
2013/10/21 14:19:38.625643,16.152342,tcp,147.32.83.53,56755,   ->,145.36.215.180,80,SPA_SRA,0,0,5,1645
2013/10/21 14:19:38.695961,0.541899,udp,147.32.83.53,28057,  <->,147.32.80.105,53,CON,0,0,2,523
2013/10/21 14:19:38.820227,0.104820,udp,147.32.83.53,39489,  <->,147.32.80.105,53,CON,0,0,2,300
2013/10/21 14:19:39.065944,0.105782,udp,147.32.83.53,43551,  <->,147.32.80.105,53,CON,0,0,2,294
2013/10/21 14:19:39.066059,0.109683,udp,147.32.83.53,5011,  <->,147.32.80.105,53,CON,0,0,2,294
2013/10/21 14:19:39.066331,0.027839,udp,147.32.83.53,12645,  <->,147.32.80.105,53,CON,0,0,2,621
2013/10/21 14:19:39.081806,0.063646,tcp,147.32.83.53,50799,   ->,95.172.94.19,80,FSPA_FSPA,0,0,7,1468
2013/10/21 14:19:39.094654,0.102204,udp,147.32.83.53,7068,  <->,147.32.80.105,53,CON,0,0,2,294
2013/10/21 14:19:39.094835,69.371513,tcp,147.32.83.53,49940,   ->,54.243.155.66,80,FSPA_FSPA,0,0,17,6443
2013/10/21 14:19:39.172279,0.108109,udp,147.32.83.53,35583,  <->,147.32.80.105,53,CON,0,0,2,276
2013/10/21 14:19:39.238264,49.120964,tcp,147.32.83.53,44164,   ->,103.31.7.34,80,FSPA_FSPA,0,0,17,14182
2013/10/21 14:19:39.238343,49.399670,tcp,147.32.83.53,44165,   ->,103.31.7.34,80,FSPA_FSPA,0,0,13,6684
2013/10/21 14:19:39.238406,49.399658,tcp,147.32.83.53,44166,   ->,103.31.7.34,80,FSPA_FSPA,0,0,17,14648
